,PERMNO
2495,13647
2496,13648
2497,13649
2498,13650
2499,13652
2500,13653
2501,13655
2502,13656
2503,13658
2504,13661
2505,13678
2506,13679
2507,13680
2508,13681
2509,13685
2510,13687
2511,13688
2512,13690
2513,13691
2514,13692
2515,13693
2516,13694
2517,13695
2518,13697
2519,13698
2520,13699
2521,13700
2522,13701
2523,13702
2524,13703
2525,13704
2526,13705
2527,13706
2528,13707
2529,13708
2530,13711
2531,13712
2532,13713
2533,13714
2534,13718
2535,13721
2536,13723
2537,13729
2538,13730
2539,13732
2540,13734
2541,13735
2542,13736
2543,13738
2544,13739
2545,13740
2546,13743
2547,13747
2548,13748
2549,13749
2550,13750
2551,13751
2552,13752
2553,13754
2554,13755
2555,13756
2556,13757
2557,13758
2558,13759
2559,13760
2560,13761
2561,13763
2562,13766
2563,13769
2564,13773
2565,13774
2566,13775
2567,13777
2568,13783
2569,13785
2570,13786
2571,13787
2572,13788
2573,13789
2574,13790
2575,13791
2576,13793
2577,13794
2578,13796
2579,13797
2580,13798
2581,13799
2582,13800
2583,13802
2584,13803
2585,13809
2586,13812
2587,13816
2588,13818
2589,13819
2590,13820
2591,13821
2592,13822
2593,13823
2594,13824
2595,13825
2596,13826
2597,13827
2598,13828
2599,13829
2600,13830
2601,13831
2602,13832
2603,13835
2604,13836
2605,13837
2606,13843
2607,13844
2608,13849
2609,13856
2610,13857
2611,13858
2612,13860
2613,13861
2614,13862
2615,13863
2616,13866
2617,13867
2618,13869
2619,13870
2620,13873
2621,13874
2622,13875
2623,13876
2624,13877
2625,13878
2626,13879
2627,13881
2628,13883
2629,13885
2630,13886
2631,13887
2632,13889
2633,13890
2634,13891
2635,13894
2636,13895
2637,13896
2638,13897
2639,13898
2640,13901
2641,13902
2642,13903
2643,13904
2644,13905
2645,13906
2646,13907
2647,13908
2648,13909
2649,13911
2650,13914
2651,13915
2652,13917
2653,13918
2654,13919
2655,13920
2656,13921
2657,13923
2658,13924
2659,13926
2660,13927
2661,13928
2662,13930
2663,13931
2664,13932
2665,13933
2666,13934
2667,13935
2668,13936
2669,13938
2670,13939
2671,13940
2672,13941
2673,13942
2674,13943
2675,13945
2676,13946
2677,13947
2678,13949
2679,13954
2680,13956
2681,13957
2682,13958
2683,13959
2684,13961
2685,13962
2686,13963
2687,13964
2688,13965
2689,13966
2690,13967
2691,13968
2692,13969
2693,13970
2694,13976
2695,13977
2696,13978
2697,13980
2698,13981
2699,13982
2700,13983
2701,13987
2702,13988
2703,13990
2704,13992
2705,13993
2706,13998
2707,13999
2708,14001
2709,14003
2710,14004
2711,14005
2712,14006
2713,14008
2714,14009
2715,14010
2716,14011
2717,14016
2718,14017
2719,14019
2720,14024
2721,14026
2722,14027
2723,14029
2724,14030
2725,14033
2726,14034
2727,14035
2728,14036
2729,14037
2730,14039
2731,14040
2732,14041
2733,14042
2734,14043
2735,14044
2736,14045
2737,14046
2738,14049
2739,14050
2740,14051
2741,14052
2742,14053
2743,14054
2744,14055
2745,14056
2746,14057
2747,14059
2748,14060
2749,14061
2750,14062
2751,14063
2752,14065
2753,14066
2754,14070
2755,14071
2756,14072
2757,14075
2758,14076
2759,14077
2760,14086
2761,14087
2762,14088
2763,14089
2764,14090
2765,14091
2766,14092
2767,14093
2768,14094
2769,14095
2770,14097
2771,14099
2772,14101
2773,14102
2774,14104
2775,14105
2776,14106
2777,14107
2778,14127
2779,14128
2780,14131
2781,14132
2782,14133
2783,14134
2784,14135
2785,14136
2786,14137
2787,14139
2788,14140
2789,14141
2790,14142
2791,14143
2792,14144
2793,14145
2794,14148
2795,14149
2796,14150
2797,14151
2798,14152
2799,14153
2800,14154
2801,14155
2802,14157
2803,14158
2804,14159
2805,14160
2806,14161
2807,14164
2808,14165
2809,14166
2810,14167
2811,14168
2812,14169
2813,14171
2814,14172
2815,14173
2816,14174
2817,14175
2818,14176
2819,14177
2820,14179
2821,14180
2822,14181
2823,14182
2824,14183
2825,14184
2826,14185
2827,14189
2828,14190
2829,14193
2830,14194
2831,14195
2832,14196
2833,14197
2834,14198
2835,14209
2836,14213
2837,14214
2838,14215
2839,14218
2840,14219
2841,14220
2842,14221
2843,14224
2844,14227
2845,14228
2846,14229
2847,14230
2848,14231
2849,14232
2850,14233
2851,14235
2852,14236
2853,14237
2854,14238
2855,14239
2856,14240
2857,14244
2858,14245
2859,14246
2860,14247
2861,14249
2862,14250
2863,14252
2864,14253
2865,14254
2866,14256
2867,14257
2868,14258
2869,14260
2870,14261
2871,14262
2872,14263
2873,14266
2874,14267
2875,14268
2876,14271
2877,14272
2878,14273
2879,14274
2880,14276
2881,14277
2882,14279
2883,14280
2884,14286
2885,14287
2886,14288
2887,14289
2888,14290
2889,14291
2890,14292
2891,14295
2892,14296
2893,14297
2894,14298
2895,14299
2896,14300
2897,14301
2898,14302
2899,14303
2900,14304
2901,14305
2902,14306
2903,14307
2904,14308
2905,14310
2906,14311
2907,14312
2908,14313
2909,14315
2910,14316
2911,14317
2912,14318
2913,14319
2914,14320
2915,14321
2916,14322
2917,14323
2918,14324
2919,14325
2920,14326
2921,14327
2922,14328
2923,14329
2924,14331
2925,14332
2926,14334
2927,14335
2928,14336
2929,14337
2930,14338
2931,14339
2932,14340
2933,14342
2934,14344
2935,14349
2936,14351
2937,14352
2938,14353
2939,14355
2940,14356
2941,14357
2942,14358
2943,14359
2944,14374
2945,14378
2946,14379
2947,14380
2948,14382
2949,14392
2950,14393
2951,14394
2952,14400
2953,14401
2954,14402
2955,14403
2956,14406
2957,14408
2958,14409
2959,14414
2960,14415
2961,14416
2962,14417
2963,14418
2964,14419
2965,14420
2966,14421
2967,14422
2968,14423
2969,14424
2970,14425
2971,14426
2972,14430
2973,14431
2974,14432
2975,14433
2976,14434
2977,14435
2978,14436
2979,14437
2980,14438
2981,14440
2982,14441
2983,14442
2984,14444
2985,14446
2986,14447
2987,14448
2988,14449
2989,14450
2990,14451
2991,14452
2992,14455
2993,14456
2994,14457
2995,14458
2996,14459
2997,14461
2998,14462
2999,14463
3000,14464
3001,14465
3002,14466
3003,14467
3004,14468
3005,14469
3006,14470
3007,14471
3008,14472
3009,14478
3010,14479
3011,14487
3012,14489
3013,14490
3014,14493
3015,14495
3016,14496
3017,14497
3018,14498
3019,14499
3020,14500
3021,14502
3022,14503
3023,14504
3024,14505
3025,14506
3026,14507
3027,14509
3028,14514
3029,14516
3030,14520
3031,14521
3032,14522
3033,14523
3034,14524
3035,14525
3036,14526
3037,14527
3038,14528
3039,14530
3040,14531
3041,14532
3042,14533
3043,14534
3044,14535
3045,14536
3046,14537
3047,14538
3048,14540
3049,14541
3050,14542
3051,14543
3052,14544
3053,14545
3054,14546
3055,14547
3056,14548
3057,14550
3058,14551
3059,14552
3060,14553
3061,14554
3062,14555
3063,14556
3064,14558
3065,14559
3066,14564
3067,14565
3068,14566
3069,14567
3070,14570
3071,14572
3072,14573
3073,14574
3074,14575
3075,14578
3076,14579
3077,14580
3078,14588
3079,14589
3080,14590
3081,14591
3082,14592
3083,14593
3084,14594
3085,14595
3086,14596
3087,14597
3088,14598
3089,14599
3090,14600
3091,14601
3092,14602
3093,14603
3094,14604
3095,14605
3096,14606
3097,14607
3098,14608
3099,14609
3100,14610
3101,14611
3102,14612
3103,14614
3104,14615
3105,14616
3106,14617
3107,14618
3108,14619
3109,14622
3110,14625
3111,14630
3112,14632
3113,14633
3114,14634
3115,14636
3116,14637
3117,14638
3118,14641
3119,14642
3120,14643
3121,14644
3122,14645
3123,14646
3124,14647
3125,14649
3126,14650
3127,14651
3128,14653
3129,14654
3130,14655
3131,14656
3132,14657
3133,14658
3134,14660
3135,14661
3136,14663
3137,14665
3138,14666
3139,14667
3140,14668
3141,14669
3142,14670
3143,14671
3144,14674
3145,14675
3146,14676
3147,14677
3148,14681
3149,14682
3150,14683
3151,14684
3152,14685
3153,14686
3154,14687
3155,14688
3156,14689
3157,14690
3158,14691
3159,14692
3160,14693
3161,14694
3162,14695
3163,14696
3164,14697
3165,14698
3166,14702
3167,14703
3168,14704
3169,14705
3170,14706
3171,14707
3172,14708
3173,14709
3174,14710
3175,14711
3176,14712
3177,14713
3178,14714
3179,14715
3180,14716
3181,14717
3182,14719
3183,14720
3184,14721
3185,14722
3186,14723
3187,14729
3188,14734
3189,14735
3190,14736
3191,14737
3192,14750
3193,14751
3194,14752
3195,14753
3196,14754
3197,14755
3198,14756
3199,14759
3200,14760
3201,14761
3202,14763
3203,14773
3204,14774
3205,14776
3206,14777
3207,14778
3208,14780
3209,14781
3210,14782
3211,14783
3212,14784
3213,14785
3214,14786
3215,14788
3216,14789
3217,14790
3218,14791
3219,14792
3220,14793
3221,14795
3222,14796
3223,14797
3224,14801
3225,14802
3226,14803
3227,14805
3228,14806
3229,14807
3230,14809
3231,14810
3232,14811
3233,14812
3234,14813
3235,14814
3236,14815
3237,14816
3238,14817
3239,14818
3240,14820
3241,14821
3242,14822
3243,14823
3244,14824
3245,14825
3246,14826
3247,14827
3248,14828
3249,14829
3250,14830
3251,14831
3252,14833
3253,14834
3254,14836
3255,14849
3256,14851
3257,14852
3258,14855
3259,14856
3260,14857
3261,14858
3262,14859
3263,14861
3264,14862
3265,14864
3266,14865
3267,14867
3268,14868
3269,14870
3270,14871
3271,14872
3272,14873
3273,14874
3274,14877
3275,14878
3276,14879
3277,14880
3278,14881
3279,14882
3280,14883
3281,14884
3282,14888
3283,14889
3284,14890
3285,14891
3286,14892
3287,14898
3288,14905
3289,14908
3290,14912
3291,14913
3292,14915
3293,14918
3294,14919
3295,14920
3296,14923
3297,14924
3298,14925
3299,14926
3300,14927
3301,14928
3302,14930
3303,14932
3304,14934
3305,14935
3306,14936
3307,14937
3308,14938
3309,14939
3310,14940
3311,14941
3312,14942
3313,14943
3314,14944
3315,14945
3316,14950
3317,14951
3318,14953
3319,14954
3320,14955
3321,14956
3322,14960
3323,14961
3324,14964
3325,14969
3326,14970
3327,14972
3328,14973
3329,14974
3330,14975
3331,14976
3332,14980
3333,14981
3334,14982
3335,14983
3336,14984
3337,14985
3338,14986
3339,14987
3340,14988
3341,14989
3342,14990
3343,14991
3344,14992
3345,14993
3346,14994
3347,14995
3348,15002
3349,15003
3350,15006
3351,15008
3352,15009
3353,15010
3354,15011
3355,15013
3356,15014
3357,15015
3358,15016
3359,15017
3360,15020
3361,15022
3362,15023
3363,15024
3364,15028
3365,15029
3366,15030
3367,15031
3368,15033
3369,15034
3370,15035
3371,15041
3372,15044
3373,15045
3374,15046
3375,15047
3376,15048
3377,15051
3378,15052
3379,15053
3380,15054
3381,15055
3382,15056
3383,15057
3384,15058
3385,15059
3386,15060
3387,15061
3388,15062
3389,15064
3390,15065
3391,15067
3392,15068
3393,15069
3394,15070
3395,15071
3396,15072
3397,15074
3398,15075
3399,15077
3400,15079
3401,15080
3402,15082
3403,15083
3404,15084
3405,15086
3406,15087
3407,15088
3408,15089
3409,15090
3410,15091
3411,15092
3412,15099
3413,15105
3414,15108
3415,15109
3416,15110
3417,15113
3418,15116
3419,15117
3420,15119
3421,15120
3422,15125
3423,15126
3424,15127
3425,15128
3426,15129
3427,15131
3428,15132
3429,15133
3430,15134
3431,15135
3432,15136
3433,15137
3434,15139
3435,15140
3436,15142
3437,15144
3438,15145
3439,15159
3440,15164
3441,15166
3442,15167
3443,15168
3444,15169
3445,15170
3446,15171
3447,15172
3448,15175
3449,15176
3450,15177
3451,15178
3452,15180
3453,15181
3454,15183
3455,15184
3456,15186
3457,15187
3458,15188
3459,15192
3460,15194
3461,15196
3462,15198
3463,15202
3464,15203
3465,15215
3466,15216
3467,15217
3468,15218
3469,15219
3470,15220
3471,15221
3472,15222
3473,15223
3474,15224
3475,15225
3476,15226
3477,15228
3478,15229
3479,15231
3480,15237
3481,15238
3482,15242
3483,15244
3484,15246
3485,15254
3486,15259
3487,15262
3488,15263
3489,15264
3490,15266
3491,15268
3492,15269
3493,15270
3494,15271
3495,15272
3496,15273
3497,15274
3498,15276
3499,15277
3500,15278
3501,15279
3502,15280
3503,15282
3504,15283
3505,15284
3506,15285
3507,15286
3508,15287
3509,15290
3510,15291
3511,15292
3512,15293
3513,15294
3514,15295
3515,15297
3516,15298
3517,15301
3518,15302
3519,15303
3520,15304
3521,15305
3522,15313
3523,15315
3524,15317
3525,15318
3526,15323
3527,15324
3528,15325
3529,15327
3530,15331
3531,15332
3532,15334
3533,15335
3534,15336
3535,15338
3536,15339
3537,15340
3538,15341
3539,15342
3540,15343
3541,15344
3542,15349
3543,15351
3544,15357
3545,15358
3546,15359
3547,15361
3548,15362
3549,15363
3550,15364
3551,15365
3552,15367
3553,15368
3554,15370
3555,15371
3556,15372
3557,15373
3558,15374
3559,15375
3560,15377
3561,15378
3562,15379
3563,15380
3564,15381
3565,15382
3566,15383
3567,15385
3568,15390
3569,15391
3570,15393
3571,15394
3572,15395
3573,15396
3574,15397
3575,15398
3576,15399
3577,15400
3578,15401
3579,15402
3580,15403
3581,15404
3582,15407
3583,15408
3584,15409
3585,15410
3586,15411
3587,15412
3588,15414
3589,15415
3590,15416
3591,15417
3592,15418
3593,15419
3594,15420
3595,15422
3596,15423
3597,15424
3598,15425
3599,15426
3600,15427
3601,15428
3602,15429
3603,15430
3604,15431
3605,15432
3606,15433
3607,15434
3608,15435
3609,15436
3610,15440
3611,15441
3612,15443
3613,15448
3614,15449
3615,15451
3616,15452
3617,15454
3618,15455
3619,15456
3620,15457
3621,15465
3622,15466
3623,15472
3624,15473
3625,15478
3626,15482
3627,15485
3628,15486
3629,15487
3630,15488
3631,15489
3632,15490
3633,15491
3634,15493
3635,15494
3636,15496
3637,15497
3638,15502
3639,15505
3640,15506
3641,15507
3642,15508
3643,15509
3644,15510
3645,15514
3646,15523
3647,15525
3648,15526
3649,15527
3650,15528
3651,15529
3652,15530
3653,15531
3654,15532
3655,15534
3656,15535
3657,15537
3658,15538
3659,15540
3660,15541
3661,15542
3662,15543
3663,15546
3664,15550
3665,15553
3666,15560
3667,15577
3668,15579
3669,15580
3670,15582
3671,15584
3672,15585
3673,15586
3674,15588
3675,15590
3676,15597
3677,15598
3678,15599
3679,15617
3680,15623
3681,15627
3682,15630
3683,15631
3684,15636
3685,15637
3686,15638
3687,15639
3688,15641
3689,15642
3690,15643
3691,15644
3692,15645
3693,15646
3694,15647
3695,15648
3696,15649
3697,15650
3698,15651
3699,15652
3700,15653
3701,15654
3702,15656
3703,15658
3704,15659
3705,15662
3706,15664
3707,15665
3708,15667
3709,15674
3710,15676
3711,15684
3712,15692
3713,15694
3714,15702
3715,15703
3716,15707
3717,15708
3718,15709
3719,15710
3720,15711
3721,15712
3722,15719
3723,15720
3724,15721
3725,15723
3726,15724
3727,15729
3728,15734
3729,15735
3730,15747
3731,15748
3732,15763
3733,15772
3734,15774
3735,15775
3736,15776
3737,15779
3738,15780
3739,15782
3740,15783
3741,15784
3742,15785
3743,15786
3744,15787
3745,15788
3746,15789
3747,15790
3748,15791
3749,15792
3750,15793
3751,15794
3752,15795
3753,15796
3754,15797
3755,15801
3756,15802
3757,15819
3758,15820
3759,15824
3760,15826
3761,15828
3762,15829
3763,15831
3764,15832
3765,15833
3766,15834
3767,15836
3768,15837
3769,15838
3770,15840
3771,15841
3772,15843
3773,15846
3774,15847
3775,15848
3776,15849
3777,15850
3778,15853
3779,15854
3780,15856
3781,15857
3782,15858
3783,15859
3784,15860
3785,15862
3786,15863
3787,15879
3788,15895
3789,15896
3790,15897
3791,15898
3792,15899
3793,15902
3794,15904
3795,15905
3796,15906
3797,15909
3798,15912
3799,15913
3800,15914
3801,15915
3802,15916
3803,15917
3804,15920
3805,15921
3806,15923
3807,15924
3808,15929
3809,15932
3810,15934
3811,15936
3812,15937
3813,15943
3814,15948
3815,15950
3816,15955
3817,15956
3818,15959
3819,15960
3820,15961
3821,15966
3822,15969
3823,15970
3824,15971
3825,15974
3826,15975
3827,15976
3828,15978
3829,15980
3830,15983
3831,15991
3832,15995
3833,15996
3834,15997
3835,15998
3836,15999
3837,16000
3838,16001
3839,16003
3840,16004
3841,16005
3842,16007
3843,16008
3844,16011
3845,16012
3846,16019
3847,16020
3848,16021
3849,16022
3850,16024
3851,16029
3852,16030
3853,16033
3854,16034
3855,16042
3856,16043
3857,16044
3858,16046
3859,16048
3860,16049
3861,16051
3862,16052
3863,16053
3864,16054
3865,16062
3866,16063
3867,16064
3868,16066
3869,16067
3870,16068
3871,16069
3872,16070
3873,16071
3874,16073
3875,16076
3876,16077
3877,16082
3878,16083
3879,16084
3880,16086
3881,16087
3882,16088
3883,16090
3884,16097
3885,16099
3886,16100
3887,16104
3888,16106
3889,16108
3890,16109
3891,16111
3892,16112
3893,16117
3894,16119
3895,16120
3896,16126
3897,16134
3898,16136
3899,16140
3900,16141
3901,16142
3902,16143
3903,16144
3904,16145
3905,16146
3906,16149
3907,16154
3908,16155
3909,16156
3910,16158
3911,16159
3912,16160
3913,16161
3914,16162
3915,16163
3916,16164
3917,16169
3918,16170
3919,16171
3920,16173
3921,16174
3922,16175
3923,16177
3924,16178
3925,16179
3926,16181
3927,16182
3928,16183
3929,16185
3930,16186
3931,16187
3932,16188
3933,16189
3934,16193
3935,16206
3936,16214
3937,16247
3938,16249
3939,16250
3940,16252
3941,16253
3942,16255
3943,16260
3944,16261
3945,16263
3946,16265
3947,16266
3948,16268
3949,16273
3950,16275
3951,16276
3952,16277
3953,16278
3954,16279
3955,16280
3956,16281
3957,16282
3958,16284
3959,16285
3960,16287
3961,16290
3962,16298
3963,16300
3964,16303
3965,16304
3966,16306
3967,16308
3968,16309
3969,16310
3970,16318
3971,16319
3972,16329
3973,16332
3974,16333
3975,16336
3976,16338
3977,16339
3978,16340
3979,16341
3980,16342
3981,16343
3982,16346
3983,16347
3984,16348
3985,16353
3986,16360
3987,16361
3988,16376
3989,16377
3990,16378
3991,16380
3992,16381
3993,16382
3994,16383
3995,16384
3996,16385
3997,16386
3998,16388
3999,16392
4000,16393
4001,16394
4002,16396
4003,16397
4004,16398
4005,16399
4006,16400
4007,16401
4008,16402
4009,16403
4010,16409
4011,16417
4012,16424
4013,16425
4014,16429
4015,16431
4016,16432
4017,16433
4018,16434
4019,16435
4020,16436
4021,16437
4022,16442
4023,16448
4024,16449
4025,16450
4026,16451
4027,16452
4028,16454
4029,16458
4030,16460
4031,16461
4032,16463
4033,16464
4034,16465
4035,16466
4036,16468
4037,16469
4038,16470
4039,16471
4040,16472
4041,16473
4042,16479
4043,16493
4044,16494
4045,16495
4046,16496
4047,16497
4048,16498
4049,16499
4050,16505
4051,16512
4052,16513
4053,16514
4054,16515
4055,16519
4056,16521
4057,16522
4058,16524
4059,16525
4060,16528
4061,16529
4062,16530
4063,16532
4064,16533
4065,16534
4066,16535
4067,16536
4068,16537
4069,16538
4070,16540
4071,16541
4072,16542
4073,16543
4074,16544
4075,16545
4076,16548
4077,16553
4078,16554
4079,16555
4080,16557
4081,16558
4082,16560
4083,16562
4084,16564
4085,16568
4086,16569
4087,16570
4088,16571
4089,16573
4090,16575
4091,16576
4092,16577
4093,16579
4094,16581
4095,16582
4096,16585
4097,16587
4098,16590
4099,16591
4100,16592
4101,16593
4102,16594
4103,16595
4104,16597
4105,16598
4106,16599
4107,16600
4108,16602
4109,16603
4110,16611
4111,16613
4112,16614
4113,16617
4114,16619
4115,16622
4116,16624
4117,16625
4118,16626
4119,16628
4120,16629
4121,16630
4122,16631
4123,16632
4124,16633
4125,16638
4126,16639
4127,16640
4128,16641
4129,16642
4130,16644
4131,16646
4132,16647
4133,16648
4134,16649
4135,16650
4136,16651
4137,16653
4138,16654
4139,16655
4140,16656
4141,16657
4142,16659
4143,16660
4144,16664
4145,16665
4146,16667
4147,16668
4148,16669
4149,16670
4150,16671
4151,16672
4152,16673
4153,16674
4154,16675
4155,16676
4156,16677
4157,16678
4158,16679
4159,16680
4160,16681
4161,16682
4162,16683
4163,16684
4164,16686
4165,16688
4166,16689
4167,16690
4168,16691
4169,16692
4170,16693
4171,16695
4172,16696
4173,16697
4174,16698
4175,16699
4176,16700
4177,16703
4178,16704
4179,16705
4180,16707
4181,16708
4182,16709
4183,16710
4184,16711
4185,16712
4186,16715
4187,16716
4188,16731
4189,16736
4190,16737
4191,16738
